capture_id,class,pcap_path,csv_path,pcap_size,row_count,prototype_distance,prototype_margin,selection_rank,split,pcap_sha256,csv_sha256
normal:20250706_143341,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250706_143341.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250706_143341.csv,4539255,86,0.22685572267800902,,51,train,274d04eea232dafcbb4fce0d271f1111fb915843c2452ddd496170f9d081c0c6,d123e74db24e2905638cca473be5a94fbafa4877db1e4a1bb9f75da4a4233393
normal:20250706_151619,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250706_151619.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250706_151619.csv,4264726,54,0.1937904574228438,,28,train,e1913062da057399712250499d8a688f149dfe6b6d61eb1387e0cfee1b59c6ce,f37cdb52d72d487ddcee2e6262626247ac6d3d3cebebfb2e408fcf58dcc03c90
normal:20250706_153313,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250706_153313.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250706_153313.csv,8340419,33,0.23008848686961597,,13,test,f35971028773188a912f6862a78f7ba889b21308897b0dba5aef8b9928312b69,a58345b9424c4a511eb1e0cbaa914e60337b76902c7177eb8193b8af0dac9aec
normal:20250706_153651,NonTor,/data1/zcx/ja4tor/data/ja4tor/normal/pcap/20250706_153651.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250706_153651.csv,6591950,23,0.2564622576756534,,97,train,22d9c879ca993d1e1b96d2c8af1f6592a38afea13fe83b1abdf40d70f12f56ac,2cd6569a24d175a7ac0ed6226bb64e91f98a34d441db3fe45fb4850f8cf95ea9
tor:20250702_130620,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_130620.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_130620.csv,1411699,13,0.0,,1,test,dfa5262c6c600171f6979f08ab2836be8bc3c66f618d5dd93c7402cebadba738,0af5fa3219fd3951958165f0426d209c6475063ca9dae7dab05397f3431afdb8
tor:20250702_130908,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_130908.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_130908.csv,7491050,13,0.0,,1,train,5f864fe2ba72cfdb9527e98a38c806d7360050ad9233b9762df43a47f763355d,2d39628d184278e1bb4e67fc6d553945f5ea77691bdc3c0dccda70ec7b342c05
tor:20250702_131326,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_131326.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_131326.csv,2180791,13,0.0,,2,train,2abb5ae0db75385708e1918b37cc25b19d060f27a3678fe50aac6a21c32480de,06bf384c64eaf8d8a49be380d8e0a598c541cfd8c715504dd9c4736ec733c2ad
tor:20250702_131746,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_131746.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_131746.csv,6855146,14,0.0,,1,validation,b03ad00748953297642721e31a07bb21d96f6e6aa280eb4259d2c423521d1c76,ad0f656f89ac2cf45a480ba0010c208a56242dbd0428029f47c72e0d9e19ed03
tor:20250702_133638,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_133638.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_133638.csv,1215496,13,0.0,,3,train,3a842898ff883acb7e99c005d8dd0eaf7c5a9a09dd905fbfb9f4bc7698e98d42,044026c0737c9d236f98a4efc32832a512ac4540b099c2c31fba52c1c86bdf08
tor:20250702_134835,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_134835.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_134835.csv,1480432,13,0.0,,4,train,a3c650176d9662a76deba0a0fc48e34cbb143e109529404792247de6c0540fd2,0ac61ed3c12034a9c29022c9b3dc8299d6f7e3112d74d8c60312d81361f83a97
tor:20250702_135220,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_135220.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_135220.csv,1786216,13,0.0,,2,test,5d1407e55634b5f3447661c3eeb4a9762e1c3a120bf39d6970c407615ec89f59,ddcbf579770aed8d8013129c7a91ba4fb57ec0b68261047dd81744f843fb0301
tor:20250702_140705,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_140705.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_140705.csv,4541548,13,0.0,,2,validation,c04fdc4719330b1af2a420193174afa41a7b9d289415c284e6c57c2869356317,df16a30d19322373924e7fc4245ddec55a6d7cf0a9461c9d3f161ffa648057bd
tor:20250702_142233,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_142233.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_142233.csv,7648335,14,0.0,,5,train,b0b483bd3db46ace31933e7bccaf8c27d5e50d5a361dab3a18b84b464cd41450,e23ecfa670db46fad2e7e04eb7a1e849476cbe3aaacfe11cfb3147f3c2432bea
tor:20250702_142632,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_142632.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_142632.csv,534684,13,0.0,,3,test,5272903ae5bffe8cc989673a6a6938b5188c20445110d295713c7ac2ff37c079,23177aff6d7c58679d6b27994e771c39e023732204842391a0dda0fc32e91383
tor:20250702_145520,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_145520.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_145520.csv,3537010,13,0.0,,6,train,ef22cd6f320561843b2cccd364fa7bb0836b6f42c485ce8b68dc270739182809,120447616d43dcf7a6b6501646837021a81bd985ebf7b75a2c54a5230aedb1f3
tor:20250702_151822,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_151822.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_151822.csv,3871821,13,0.0,,4,test,ece51f4c9e3ad534594885279e8d977d60080263a4f9181d4674a8bc1218b47b,53b55e960e0e72b5032853392537f8347ea2838c27c4a51989d28aa6d730b7af
tor:20250702_152329,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_152329.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_152329.csv,554481,15,0.0,,7,train,009278890dcdfdc851fd4a2bd08befa6e169c56b61fe5c720253185f0096faba,c49231f39f81fcece238cbcacfc781eb3002097f083cd10e05eff316b51728fa
tor:20250702_153144,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_153144.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_153144.csv,2749902,16,0.0,,8,train,a998e031db1f0b9649eb2253ef187c1fdb0dedeb2c3f0b4a7fffcf608ceca6e9,8e7ac7bc3622a703fe1301fb75c3f6a18872cfddcf15d523a0338e2aa874758d
tor:20250702_153243,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_153243.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_153243.csv,6451421,14,0.0,,9,train,b672bd8fab5fbffd8c33f0c9c2543ca7dd909682a25e5aabe3f8f2ec38ed62cb,d1a03077c6104e06f2aed84910c5b4427e31565af8525ed3c297ebef34849707
tor:20250702_153549,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_153549.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_153549.csv,5918279,14,0.0,,10,train,d321f3786a971c7bab8acc64e56a06b71535fc7a46869cf878231e5dca2060db,e27dea06f2a89b2710b20b9cb3c47d949c66573ea69710f56ad7c8c6bae0f5cc
tor:20250702_153904,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_153904.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_153904.csv,6630820,17,0.0,,5,test,175df4cb314b7b2dc6b2cf4afb4dbb0cbf719f668266f0e20a436088ea1902bf,391e42985d86e5f30bc8f15b39f4d52ab29cd1e284db17dba06055c96b0b8cba
tor:20250702_153954,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_153954.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_153954.csv,17883421,15,0.0,,11,train,921ab3082db5847050bfb9bccdbd7c26a80dd0e522425dc11700bca02469ad1e,8392c262b21b3480b4c991bddeacda5b80e26cba2a8f2d3fc91c3d114f17fea3
tor:20250702_154048,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_154048.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_154048.csv,3725251,13,0.0,,6,test,69e0daabd220f3fae7a60be8437ff74bac27a8ba65af12b882274292df8349e0,de1c5798bd7bc264a1fa55d8aaa06faeeedf7a38efac37d821c2453ead552f4f
tor:20250702_154242,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_154242.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_154242.csv,574503,15,0.0,,12,train,c9cff710c3d20439f8bbaeee1e2007f07b331f1e3cffd90911e67e15c1bc8a82,6c207686d589da5d416106d7ca707e7b9e0053f2b845d8058d2329b3ae7d09b2
tor:20250702_154451,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_154451.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_154451.csv,14562284,17,0.0,,7,test,139a59e5bffec2d0cb1b8547f55aa38bc1b9a3aa795e0b2bfd6d8bd7fc916642,e2037eba4a80e381cecf74c98071307ff7dffca005491b1b86e1737c36fd3531
tor:20250702_154827,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_154827.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_154827.csv,5073551,16,0.0,,13,train,e4d6e9242360be62269fff4d46d50e1f81c59378cf9bfccb8424ea652ed9028f,06815bc55b2fe2157491fe3650ee83854456c0586db8a375e3764647c9114053
tor:20250702_154926,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_154926.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_154926.csv,8971475,17,0.0,,3,validation,ec2ff1fecf351814ba9c2b8f76b057eb67ed271747c667787f67f505766b433e,bc31bb1e8bb6c5c7d0120d6cc0e2c2929b1a41f1d0cccf2c7677b904de97ae0b
tor:20250702_155102,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_155102.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_155102.csv,4831270,16,0.0,,8,test,7b5e2469fddd9fdb36630336c5495866dc2d51386afe28a3e6ba8f46416524d0,0254a2fc938b7020719a4f7a62684c2601e184d3efe0674f3f00d8d0a762893a
tor:20250702_155733,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_155733.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_155733.csv,4514684,13,0.0,,14,train,94e1780f2c16001a287c36c65d96ec1441e1bb1bba7ac32645419a48c40b05c4,10b194f953cb7a768360542a28da55c724fdd83e7f0547d6e31045093c55f91e
tor:20250702_155932,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_155932.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_155932.csv,3659095,13,0.0,,15,train,99efd53d57da13f8ca67b4f2f13d69b643df5b199de0b7f9b1d8f41eafbe6007,1cefd598a67aa6780cbeeeae3cf3ea31fd7fdb384bd0bc66173fceff2b2f0b30
tor:20250702_160611,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_160611.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_160611.csv,7365349,18,0.0,,4,validation,21a6e78d73f5a08e4e27aab2221d2c867603ab5f1f46a71d9ff119b0fd2adb92,e5d927b21b028ea4dae421a3877b6c7fc6d8775d1da914e4dd547a683c5d09f8
tor:20250702_160708,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_160708.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_160708.csv,2575136,13,0.0,,16,train,10c4a12ed3d3c602bd5d967edfaa8419e94d156b57901f3c61b16e4cd21c801b,9354eba6b07d85d31cfffb6f1090d03a4c32591b534ba598cc27b0842f5630e1
tor:20250702_161007,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_161007.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_161007.csv,3833771,17,0.0,,17,train,b08dd2e58044499f70be413365bdbafab90cc1ab413a385fbda9750aed2c7703,18ffc675db026c3724cb89870602a5506152a2746f6ecc713e1f1310422fe58f
tor:20250702_161056,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_161056.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_161056.csv,1930244,14,0.0,,18,train,206f605bc8bc15bcc9b355ace995b7c9d20253cb5cff6f7c6f96736f74d11bd6,01eff5325f5b463d41f57d39bdb7e1e36d85c2a1ba43d36a36b4b2babbc88fdd
tor:20250702_161411,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_161411.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_161411.csv,1241199,15,0.0,,19,train,21437698b330276b9f381ee4b8d8418e59ab91674b759fceeba4ccfc4d7cb356,0ce2e66bb90d729250b1a6d158997ac088ef62fb82c268242eeb22d2ecb6164e
tor:20250702_161841,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_161841.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_161841.csv,2431248,13,0.0,,20,train,da13880f485e44715ab2d582c84a27a302a4317144b64c3c165ebacd19d68d9c,518ede0fd76ef50c85e2175a5f500632ff747ae37edef9723f019b7862b548d4
tor:20250702_162016,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_162016.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_162016.csv,6240427,15,0.0,,5,validation,5c9cf45ac865907516fdb3ad54d4f61b39afe4b1421945112fd9fa76b2d932d9,8f134685e127e94697ff2cd883bbb175a2decd9c891fd0ef4c7865b4392149aa
tor:20250702_162705,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_162705.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_162705.csv,1417433,13,0.0,,21,train,813641a85cfe002f9a4e3004acc42c81a88774d866131b393660d46abc800a6b,308123070b916507fb756137d6446a89b251f32d690950e88e12568785ba45d9
tor:20250702_163003,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_163003.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_163003.csv,6210141,15,0.0,,22,train,ab729ee910e329c0901e2d0d96210a25f18889465d3a20dcbda178d471548826,91719fca5fbcb2a8c6001ac5ed057f8049552640dd732700757a8203ff05a394
tor:20250702_163202,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_163202.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_163202.csv,15622191,17,0.0,,23,train,c37d1c93200683192fd8eef050b2f4599360b59dcbd9821635913f6c1a7b3dd2,009dfe3d9837f7744e8032af1d240fb543ff8d313c0ae6618fa220e64a339366
tor:20250702_163340,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_163340.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_163340.csv,3796278,12,0.0,,24,train,1a6329f33b22e463a753720f75d3bba4d12e9e2a181c085eb15a3cdce8cee72f,d4be2e103152e776eed38d5345f4e5c0407660bce07822ae4c0e2063ba577a9e
tor:20250702_163935,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_163935.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_163935.csv,4131524,15,0.0,,25,train,300acb9cfe2c4d2d67fe09cb84b1ad9bc51bf37ea3653c07a821637bc1c0e9c2,b360b5aad7addd689bb72897ecb5c407c154f6448627f317aa9ded04359fc659
tor:20250702_165120,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_165120.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_165120.csv,6843368,15,0.0,,26,train,3e3e965312e800c48976528ef528db1e9dd5b039f588e79c3a6d3c967d356ac4,db04a48c3a6f76110aa3177a6f64fbf4f1879cd7b3b4af8bcd23136fc482fdc5
tor:20250702_165452,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_165452.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_165452.csv,8378092,14,0.0,,27,train,7df4e9a2f1454e6c40b4d0039384726d7e2c1469dcdaf7af85dc2661d6843ec3,e8237e50c0ca3c2c7e4b3e8558d75f2733e961ae8d8820d4d0c47c85dee56ae2
tor:20250702_165553,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_165553.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_165553.csv,18991178,20,0.0,,28,train,b89edede36a30478bf37c6ab291d1a6686f7e4a5b25f52ae0d69004a627849fd,6bd36759085eda73c8c43c48f6ca69f744f4445f6c17a3c1208681f7c724c516
tor:20250702_165828,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_165828.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_165828.csv,916443,12,0.0,,29,train,2163a4dbbf5f3f618510707a2adb487e3436ab7de30781a2e73f33f95e818700,6ac8f52e087228f6e36818be7539d457566c6c5121e661cd8899f3812208f8d5
tor:20250702_170534,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_170534.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_170534.csv,16426562,19,0.0,,30,train,274020a1e946087b0f82dd77d624b992e8315c5ef0492ae870056e231615437a,7bd35f47b65437da7237e633e6e6e7eda8b17d1540c9f2f42ce0807cd430afcb
tor:20250702_170943,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_170943.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_170943.csv,9393294,16,0.0,,9,test,f8637d538116700d358d316ca49198ef2a7877643299a52af2513d48d20b05d2,b6e6124cb14a9267309c7d9303dfaa3e9c31b2b516623ab1cd2be33cdb94d0e1
tor:20250702_171123,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_171123.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_171123.csv,4028924,13,0.0,,10,test,b9489640a5321c12efe6efdb3064d306890c4cb8a92f265a01db7db449cef025,b5f947e053f8a7bda21e0866f5a14d78222e9e3b8092ba37d5777b5c6580d280
tor:20250702_171351,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_171351.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_171351.csv,537716,13,0.0,,31,train,be8f7f07f6db4c45fdbeb281da2973e4a66d2100da22e443b835cb149064345f,c191ba526a83ca39e3ea1b5592cc58ab5e90830747ed7ff355da23a9a5c74657
tor:20250702_171453,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_171453.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_171453.csv,14172086,20,0.0,,32,train,41319ebbf42e2108b3883b63e991433382a51241afc6808ace440d908e8cb9ff,cc116991423615f1db824d3c6a684334c9f8d1b0b3ce60ce61cc619bc86ae5d6
tor:20250702_171907,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_171907.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_171907.csv,7505751,16,0.0,,11,test,884c479f5d8d905a0e8adac190a865c7d2cfac8e61fc23dae75cebca79a031ba,bbe11228d9280c0258750bd32d8ecd0413d65e4818dcaeefb498411a83647023
tor:20250702_172120,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_172120.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_172120.csv,9814810,17,0.0,,12,test,d800101ff88e7e60478dee52b256f0d7ee21281bd0f72e17d1a056f931c43b57,b8cb7af812c710254aa1ab7cde01c38fb286870738243eb646a2029fa0a61908
tor:20250702_172456,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_172456.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_172456.csv,3833918,16,0.0,,33,train,1236b1a435ebfb37598d0a757772c6e15c4e6355dc966fb1e30a2a1dc444382b,c43c1d501a950fa34b36e28fdb0ce1af1f3c011a8838801b6f1580881aee0595
tor:20250702_172738,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_172738.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_172738.csv,6399306,13,0.0,,34,train,3c0aeb429d9cea2f1c4540c5a7f01819ac996af59c179511a93839fd21876df3,d91731c1f70e705ad5ef3f52a9f93125de6da456c616028c762d3c901a256882
tor:20250702_172917,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_172917.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_172917.csv,1453981,17,0.0,,35,train,c48ec042af1422acb3dc1bf21e7d079011a0ab5b486e06e80f10e9e41f4667f1,1af848fb4b9c2d452d428ac3c7b402b0bae9690f8d2b555aec19c52f69f86c1c
tor:20250702_173426,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_173426.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_173426.csv,7819895,14,0.0,,6,validation,e297d33e45635a7f08b842f618eef9fbdfaf2e4efd731ad6fe38e98f65964c56,864fe28c6703a0fd375eb72b373b28f91ee45b6be358602e47580c9dfcd493ca
tor:20250702_173750,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_173750.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_173750.csv,5669250,17,0.0,,36,train,2a3c1a1b7d587116c9223398bfbfd93c1feef573a7b4d3f000958888ed0697c0,bb37b73c7b1e47e802ce21737cd32fc92d50a8e49968b7e65e6679c6432dd410
tor:20250702_173838,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_173838.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_173838.csv,1729087,12,0.0,,7,validation,7b2eb650c2b25ca56157d8b78dd14fbd05eb717d1bb8f8f9a5b71be6117c6af3,ee993a278b6da03118ac40e7a3fccf638f6aa0dcdc4c5fc99c5d662dbfc6dedb
tor:20250702_173931,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_173931.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_173931.csv,5081151,15,0.0,,37,train,97d2af055e16b454a6f5a85ef4c0d0d111a76e9818f746efa6e03e8e75ec58bf,51d162d9e7125a180d1400d564b59fa40d43c532ed7187a59f322fc9b8fcc66b
tor:20250702_174106,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_174106.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_174106.csv,4963503,15,0.0,,38,train,776c4a16d8f18fdf31198a5a15a32fa04db00a9ef611e4439a581fe052e25394,864918e0a67db588a2755d05973557509ac316f9388c485ed151b5f249c66631
tor:20250702_174150,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_174150.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_174150.csv,4827909,10,0.0,,39,train,8414cacd3a1931343307d75301cd470843aa9f2c0f4eded732149d26aa7c0c26,316cb4d8799e7623b11eb547c648ebeee37ab97bc58ed75b68ac674b4bbe29d8
tor:20250702_174251,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_174251.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_174251.csv,16796645,15,0.0,,40,train,8a58bf13e026372a4ebd129e7324e04e7155d1e0fdaa2c6cef385fa11d037bd4,d991c3743c3b2b2710b95d6ce5db9e77eb88999569542fc7fdf5f2e7f1528b91
tor:20250702_174444,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_174444.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_174444.csv,3838644,13,0.0,,41,train,1ca5e136da7739d299c7e5fad90b3a6a7baa675e5b0370af047785834ab66bd9,ff32e87f28a40dbe28b658d4978798887e506ead256f8fed6c52d86c15e3f16d
tor:20250702_174715,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_174715.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_174715.csv,3849849,11,0.0,,42,train,3253fee55d60415d0bbe628595464ccca794db65997a9ba0641631a7f220f276,efce27d18c7ff4f5ac94b84f0c7e23b58b16498ae6f97dc1d422573c5816aa01
tor:20250702_175249,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_175249.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_175249.csv,9989908,17,0.0,,43,train,878aa11a7b1e1534ffbc8ae5c3f961f08c9fc31317afb7026a592137fcbce77c,495a9e1af01f00445ccac86cb92726bad1bdd97a08566b9b2eec3dc9dab5db21
tor:20250702_175824,Tor,/data1/zcx/ja4tor/data/ja4tor/tor/pcap/20250702_175824.pcap,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/tor-0927/20250702_175824.csv,8612666,18,0.0,,44,train,856ead15326f0a7a40d67f1477ed282f2f8d01e10acfca0805704c87dde778e4,9ccb7472b4403f2464190ee3c87c99e9678a921a1d0b94d5061c4c2e1095d938
