capture_id,class,csv_path,row_count,split,sha256
normal:20250703_212020,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_212020.csv,22,train,88641497fe37046515d70452379a2a24b22377d9b68203482f55f39b9f921203
normal:20250703_212138,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_212138.csv,35,train,e2f7e27479ebc4df8c82a9fbe684bb186a9c0052ca0b19ab44d1450e73acab2b
normal:20250703_212245,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_212245.csv,93,test,8dc39fa59feee0846f20d3ac1c3a45cabab134e9ce07f51f8a3a969abe158b2a
normal:20250703_212344,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_212344.csv,96,test,2d14f619abacb85670495b15dde18a81d9f750ac400d42eb41f64a1e8b8d204d
normal:20250703_212356,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_212356.csv,49,test,2d6bec9ebf856b34c5f1e5c26ee20926ef2f74d0e5ce4b6ed336f1fea0ebfab6
normal:20250703_212601,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_212601.csv,14,train,4c4f981e5d4728c0de16ba61456cda08a07fcfddb900172757e977e59ba09aaa
normal:20250703_212635,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_212635.csv,7,test,2d0957388eb1ac9ae5d6833c837649b5bdbf3a1fe76036c3d2dc9ccd8270fcdd
normal:20250703_212702,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_212702.csv,27,train,b573041827d6d59e58b3da239dbf76826a9c06ed77ab896cf9c91fb32e2ee11c
normal:20250703_212736,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_212736.csv,10,validation,523a4cdb2ec6ad9caeb1ed16e733bb45e195cae74aab60d892c6c5e1699e6e1a
normal:20250703_212831,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_212831.csv,104,train,b11c0d8b867c18861c79c52ff811f33622db532a3377fb3b6c505197b72cc4c4
normal:20250703_212847,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_212847.csv,18,train,158cb4679546e87d5339e2511fe333e35ec64194a73892e2f9f46aecc3753672
normal:20250703_212955,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_212955.csv,272,train,e45a0073a4495e673f58492994dbb9418530b7cb791b2de9a63d6599d862340a
normal:20250703_213014,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_213014.csv,36,train,7c389b24f37c824c25c7c6c36f1ef4ba22d6e3437304a3edc96a32b0f40e1f3f
normal:20250703_213101,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_213101.csv,40,train,54302b0fb290c0aa48aa7bcb9f5a117b2747b464fce8e8a925696bc554de0dba
normal:20250703_213112,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_213112.csv,22,train,66dd3b717af984ea9a2bfd9a3e2e3a19989b759189df283c003a74e9755d6910
normal:20250703_213128,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_213128.csv,56,train,be6ffc48252d55e2025320b83664b5f758612fb113dcbb5a6a2d64128329626f
normal:20250703_213136,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_213136.csv,23,train,12910ebe8474d65acd16c29c926b2e731d3075f9e4d17fe72ec355038c8358a0
normal:20250703_213533,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_213533.csv,17,train,7584e034a955e0b78bb90e396936907e12c4b16fce38f007ae08e63cce1051d6
normal:20250703_213709,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_213709.csv,7,train,1c163b1b45f3372cd98d51782cabac8c89b80ef3503d36e4c19f665bdad8f730
normal:20250703_213810,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_213810.csv,97,test,6544a52c2ea4bf25bc6f26603f8614ed585b94f1c3a904beb32a025f85cbcb80
normal:20250703_213908,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_213908.csv,28,train,4b5d016c28174c135250a9fd95756dc629527ecb0d8f27ca4321dd0c55e8daf5
normal:20250703_213933,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_213933.csv,30,train,e796e7a31fbbafde2bea9d19f923e56f65325ab6864f0bf4d35571c79089a48e
normal:20250703_213953,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_213953.csv,14,test,6a2bce0bd7317987a3b622647b284b649c0ea0e0af8399750dbe9d68e17b3626
normal:20250703_214057,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_214057.csv,134,train,31a91079287c1640b101aefa2a82331caab8746c3432f9326395a34fdd9b2ade
normal:20250703_214201,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_214201.csv,98,train,6f8781a35fa64df09b960a449fb3d430dab293b374ec400beff6768bc50fabfa
normal:20250703_214252,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_214252.csv,32,validation,fd923b30fad99cdfbf3e283a78140264250876151d499eb15b4bd9104f1626a5
normal:20250703_214307,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_214307.csv,24,validation,573308dc87e144f931db8f1dcf5d95e9689076d7e4367c2794f1fe4c008f6a1d
normal:20250703_214322,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_214322.csv,55,train,870b51fdb6028789023494c238cb8593d794bb5720881391c92ab88eb5195acc
normal:20250703_214439,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_214439.csv,64,test,345a261a15dbf5cf8586c672b812d33db1f0bea6c9c2123cf617c165a9f453da
normal:20250703_214714,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_214714.csv,69,train,6f6e56d8b93825fb76d19a7b0e7a162477502e906c6386be6bb5861a229cb2d6
normal:20250703_215251,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_215251.csv,10,train,a1c0f4811db1929222f860f708798f752cda18557d7670f0096e2aefc2284079
normal:20250703_215404,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_215404.csv,40,validation,8915693ffcb5afe61605bb1ca45fce0d1aaf66d7a94227ac5a490de53a12f5b6
normal:20250703_215419,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_215419.csv,39,train,2df9aab1dd84558f2f39236228845fe0034df1c7fe0cd833b93f5f4d60c696d6
normal:20250703_215443,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_215443.csv,85,train,a658cbb115c0eeefa5aa638c3c310c7de4335828a63805c8f28dbe812ecffa33
normal:20250703_215754,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_215754.csv,14,train,7381a454ec94f73cb474c8844af975e8188a828793e5a3fa6b9e6246a1ee12d7
normal:20250703_215848,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_215848.csv,51,train,7c20cf81cd72688a6cdbef1f91bddc6ebcea57a03e32488ecc5bd9906a5e8b23
normal:20250703_220014,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_220014.csv,134,train,814c5e83b2c5f9024035d98d2a676762702268e072fca62f71e6563b40637b74
normal:20250703_220038,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_220038.csv,12,test,1b146983ef29720ece12e91e476643dc50146e5dae1c675bd27dfe4af80c54e0
normal:20250703_220217,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_220217.csv,9,train,e8e98bd21fa33fa219a1fdfca7b222f5b11f696ad9b3be8a3d0c1edfabac5ad9
normal:20250703_220237,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_220237.csv,31,train,aa2da11a4a1ebe3b8218dd406bed5814c23147cc4d52dbae5be361b72a5f92f9
normal:20250703_220250,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_220250.csv,37,train,9c603f313c9c7554f6a8838748782bb52889b14e4b0d0bbae07664bdbb891aad
normal:20250703_220304,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_220304.csv,44,train,16c64d7a8c5ad826d1a31b5715e88fba995c006d2d1b5e0fdd2a11e3b41b2dcc
normal:20250703_220319,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_220319.csv,33,test,402d27eabc2546ec8bcbcd6905b5398c084b155ca4050413a8e8a2da69f9909b
normal:20250703_220330,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_220330.csv,30,test,151f215cdc87382ee9e10433eb060032d64a143a8e4c0655d9f158d5911a0b80
normal:20250703_220348,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_220348.csv,31,test,a219cced3a21255bb4ff49ed51e3eeba5ca40ed77f657ce79d42b3630f4901ba
normal:20250703_220503,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_220503.csv,43,test,053111bb48f440292cc7f0285118947f4d1ff28cf4992afb4d3a1c88bb86d01e
normal:20250703_220637,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_220637.csv,28,train,6738c723e9f24eb6fdaf51c8a86df8a9c34e9c737a89a83e3ac86b13564f18f3
normal:20250703_220952,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_220952.csv,102,test,87d74575f8a294878f5e3921d0c767712102d45b7c7992d3a7794c2c5360dcec
normal:20250703_221008,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_221008.csv,95,validation,6d88a5510a674c39d0c9609e3f44dd07f4cb2c9ad8c01faa7caeb9509bc593c4
normal:20250703_221054,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_221054.csv,24,train,c0c1f87e7d3691cc4373ca454fa790b9188c2a760c7913920eb453ca0e3928a3
normal:20250703_221112,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_221112.csv,28,train,3fbf13384e417628ae1f3130053d0d95fbacdd91552e0ff6873fe512b3df1823
normal:20250703_221424,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_221424.csv,19,test,f9163673cde7cd05a97998cf00d9c8743d858b037b63fe1cfa582ed752488fcb
normal:20250703_221446,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_221446.csv,31,validation,e14c4e1a87ed9823074e260a4a4303b4f8ef71e371fa98dea30967f9ab4c2fe1
normal:20250703_221516,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_221516.csv,54,train,cae2919939b1ae3c730bf351683be278f813ed2e2ee8e756fb6b3a8c33084e1e
normal:20250703_221627,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_221627.csv,83,train,a44f2153b272b99dcddde556fd3d2a6480f9a33383176d47cce95cfbaf30eee0
normal:20250703_221923,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_221923.csv,8,test,b5740e29806ae596d066c7a90f71d68d6e89aed6510dc251c55b3bfdab68869e
normal:20250703_222104,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_222104.csv,194,train,674603f26106d123939653eb57a1668d10ac2d3ee50b5f044556020b697d0c2c
normal:20250703_222239,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_222239.csv,28,train,ee4970957c5e2489e31c9f54d752eb2a18e660f9639579b325762adda486e38c
normal:20250703_222253,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_222253.csv,33,train,cb2467df37228db66f0abc2ae8538490b2e5cdadb3fdee7831ab3e3cdce1d335
normal:20250703_222307,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_222307.csv,48,train,a71072e6aca91364badbd6b007a79f18f01628ab2eb2e1311497f513efc2d08e
normal:20250703_222414,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_222414.csv,45,train,231e7ac39606f1fe23517d5c0ed3777ccc2f75305e6c78b20f26de82b7dc8c64
normal:20250703_222439,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_222439.csv,17,test,810aacff23f3e5e582e974d0cb4a4b6e864c42e2a7ab9ffa26b75826bfc3fd42
normal:20250703_222505,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_222505.csv,13,train,7c1981bdcf8b8406599e12951e77b9f5193bb9b5a9f642d9d92d2a87474d6d31
normal:20250703_222537,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_222537.csv,34,train,9ad8c7a3101f178d28e6b392621e09c0eee41d8c6021ac10dcba52b9c96f35fc
normal:20250703_222603,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_222603.csv,73,test,1af587a1f0341249538a91c390527814c43a6c1edce953f1cd19d42bef3362d5
normal:20250703_222616,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_222616.csv,10,train,a6c8db96802060adce8544fcb775fadffaf3b55a65d8b9b882246cd0e5576365
normal:20250703_222645,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_222645.csv,33,train,df29df8651bde43be5c577a40bc3518c1dc0151b4d6d86f96ce4220c16dd8e63
normal:20250703_222717,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_222717.csv,38,test,20df4dbbe0a247bec38325d6854bb37c132f0fcac56d7e78cae654ee99864958
normal:20250703_223139,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_223139.csv,23,train,10cbf930119164b75640cadedef932bc5765934f50e90a747044a3c3863124b0
normal:20250703_223159,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_223159.csv,15,train,fffb9a18e09568a80ee9344e39d72aceb44a2746ac6848aeb0f22558c118b9a0
normal:20250703_223215,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_223215.csv,37,train,898fcff508bedb58fd234bdd313271291e96bdb81c7eb207ead6002af1b3e5fe
normal:20250703_223320,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_223320.csv,10,train,0876dc4d17f61cf47304fa9042a3003a5847c9873110b1066a8d7169384b0012
normal:20250703_223402,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_223402.csv,95,train,2dbc9d18e3d94ba6c19962daa70bc886c49778cdaaf8bc445be715e3f5f8358c
normal:20250703_223441,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_223441.csv,43,validation,01e3d2d0951d7b8c13171c55f473647cc1558f4dbc71b0380672ddc979a2fcb6
normal:20250703_223516,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_223516.csv,21,train,f4c97fadec93d52327b1be9f4cf68ab941117df192923edd1e659e344113fc32
normal:20250703_223603,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_223603.csv,10,train,2bff0260515e31556e2059424025e7ea06a3d779575985796a9e4e730d1a87a6
normal:20250703_223631,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_223631.csv,32,train,ee2b24f1c9409ddab98e767a22457b76da7e06f8b21dd13b4d298cdad8264a11
normal:20250703_223725,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_223725.csv,31,train,a40da4b9fc5f0f922a131ee2ac0be70799f68b192b5c486b48e99dffbdf9f24a
normal:20250703_223753,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_223753.csv,32,train,ab67d7d42d92a5ee7b1d22140b06a35979bf6097ccea87fcf893c66984834774
normal:20250703_223808,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_223808.csv,67,train,8f9b9e317654f2a49db4c674b18791ac33a5f03360fae50dda95cafcd9b00a90
normal:20250703_224028,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_224028.csv,36,train,8dd0e843fb3782b7667fc0cbce15b43b8f2c286339b29ba3569d3007b8fb49a9
normal:20250703_224046,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_224046.csv,30,train,9c107a18226f8dcc36bf2aa702b04b38345e946b20aca6732b04b0ae01a52630
normal:20250703_224135,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_224135.csv,64,train,092aa8ec27a77cd1d6ac188d7229b98f6694e52e57001c1f825db4f82c123ad1
normal:20250703_224156,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_224156.csv,33,test,ad0a20fe4c81366547721e03122f1d1ea881e5399d2492022255ff19b25f044d
normal:20250703_224429,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_224429.csv,91,train,b13b95054970265b358bc5e3ed824dbdd45926bdf0c4e998a48db61847526fb7
normal:20250703_224611,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_224611.csv,15,train,7887727a86d5e5a24d1832baf5a0feb9d026a43188fab2ca88da0a6114fb8094
normal:20250703_224919,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_224919.csv,19,train,b74accbccaaf5f59358e16abca81eebbe7a1069cd426b132c8837232ffc40722
normal:20250703_224953,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_224953.csv,16,test,7d4693e44e577f44cdf528d32acbb3ab1062563db86a2031bcad925c1c8e5f9a
normal:20250703_225235,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_225235.csv,64,train,38cda357f2f12a9c1b53203293cf4ece4427425f46fc2485825c03075d8ba524
normal:20250703_225409,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_225409.csv,9,validation,1ceef833a5b4f0ce78c230186c70099b6a7ec2bd13192f61eb6fa92e92b46285
normal:20250703_225452,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_225452.csv,117,test,ab0acd2cc14942e2ed0370a4f25b3fa5356db4923e0076a8bc6438412b2b93ec
normal:20250703_225600,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_225600.csv,21,train,0d2d6b4db11c60c0b8fc4410753f20224cec277975dca447bebd5ec4b5b20119
normal:20250703_230125,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_230125.csv,10,train,40cf672162a4cf475d8d029cc5630144679dfb5ccb3601b70d6bc17e055c9e38
normal:20250703_230211,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_230211.csv,35,test,6d4f04b2164c098e5f101121c20e0f788fc71815e0c712ceebf9943b49ee732f
normal:20250703_230259,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_230259.csv,43,train,7cf0059f6d276dff46c120a65033e203b7c8bb1e438f05a7e65be316f82bc2cb
normal:20250703_230325,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_230325.csv,84,train,ef77d02b87e3ad424927660f8d57c022b4eea5a47dd721a939faf5a3bdbdf82e
normal:20250703_230642,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_230642.csv,14,test,724ee908a778dc8fb0451388e8e8d403fe8c9061f8cb7e62c4a837bb8f544e1a
normal:20250703_230656,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_230656.csv,14,train,d431e795614f65203f09482ad3a579aae434821b605e5a681e9c9a6174d63bfa
normal:20250703_230739,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_230739.csv,31,train,29b31d0ddef4c28a67d323d59493c19cf5da151f490cc5327664866148ece1f7
normal:20250703_230756,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_230756.csv,20,test,d5e69e838482369d604cd0db475f6cab015bf6cac98219562b48f6354f78fc8d
normal:20250703_230815,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_230815.csv,10,train,1eb48cd3b65f2d0a7c6c35cc59c319073aa199a8f0c8c94c1156dc3d7dce348c
normal:20250703_230851,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_230851.csv,10,test,98415c4589b675395529d457cbe5faaf0b23acaec2c9dcedd843890d5fbc3b48
normal:20250703_230908,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_230908.csv,22,train,13679e27d997720876deedb7ed5d4b9170248270c0c55b948486ae61ef916cf2
normal:20250703_231138,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_231138.csv,38,train,c662d87a12b3288203bc11eda0fde76167eec0c3ea758271aeca29870a9af13c
normal:20250703_231210,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_231210.csv,29,train,a15dce19c0e25c741981bcef128ad4cdf91f1059961449a4279e89b3bc4dbb26
normal:20250703_231223,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_231223.csv,28,train,7603b52b51d52556e7d1bb4ca42be3cf528e2f2650baa2eba04aa50d3f930c16
normal:20250703_231324,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_231324.csv,48,train,ee09c108053c0fb9329c628d95fdcd074b990e945011de7f88d47be753a783dd
normal:20250703_231347,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_231347.csv,41,train,dc396aca70391915e73ab21937568a080aca5d247e48078be1bb87b3d0308ec0
normal:20250703_231419,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_231419.csv,66,test,42b3994e32be55a9a929097a8a3b2175955db73230ff3379ab606efdf5f428f7
normal:20250703_231502,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_231502.csv,28,train,ea372d6684e7bd400db3772ce0db9cf467c0aded22fab3f4ebb5d4775f16c5a5
normal:20250703_231524,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_231524.csv,59,train,e13c6a234fa9fe487411adbc22f1950e4c5c29e46727c2c5360e64ffd018dc9c
normal:20250703_231736,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_231736.csv,40,train,f7d31cc943a94c025e0dd928fd1c659e9bc8ce6ce8b56659557537629dc9a1cf
normal:20250703_232137,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_232137.csv,76,train,5d51de9dd0680b4ec1c347fb8912f2a8be27138309375965c03faef06379d5b1
normal:20250703_232200,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_232200.csv,21,train,b5f46cca2a9c68dd2b072649349df5840b31fb1c1d275160771c04e5e6abd5a1
normal:20250703_232320,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_232320.csv,22,train,b6c736b49c787fcdc47efde30b6821b106f62db9cc4203137fee4c1e9a6509a8
normal:20250703_232453,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_232453.csv,34,train,5c648de2a6c81f6d4a8d0861e2a945941aec3012e681e87ff028c9a02915db10
normal:20250703_232507,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_232507.csv,29,train,98c68ab3cf0dfee398c5aeb8643f44d78a9dcbbd7546a982394a253729ce6462
normal:20250703_232521,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_232521.csv,66,train,eaf1dcb381f4dfae5fa229bcd426966cd08068bca6133917b79d8cef881b4d8e
normal:20250703_232537,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_232537.csv,49,train,994417e9d59db5d5e71281248d45a186bd22245784397714507629c61b28189f
normal:20250703_232709,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_232709.csv,8,train,41bccbf574f4777453052f3844cd0d1c6edf3ef8be6dc968713ca033430f814a
normal:20250703_232746,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_232746.csv,118,test,90482e09e7f8c4a804e00d08c28a14bc58e70bcc371ab334cbea2d1f6ea6649a
normal:20250703_232814,NonTor,/data1/zcx/ja4tor/models/fusion_flow_extractor-0.3/output/csv/normal-0927/20250703_232814.csv,43,train,6f925613b0311ed152e48233b58016b3486af2bc911cbdb84f2b15abb1ccb01e
